Model,Scenario,Region,Variable,Unit,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
TIAM_Grantham,Ambitious climate policies (NDC_LTT),USA,Secondary Energy Liquids,EJ/yr,0,0,,0,,0.053305445,,0.788166514,,3.490048304,,3.137326638,,3.002675556,,3.370550426,,4.350327081,,4.33544856
TIAM_Grantham,Ambitious climate policies (NDC_LTT),USA,Secondary Energy Solids,EJ/yr,22.02169128,17.50204769,,12.93657948,,7.294395261,,4.798893389,,0.073801052,,0.072732845,,8.516515673,,10.4850578,,11.31017189,,12.02760333
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Capacity Additions Electricity,GW/yr,243.9300399,1951.840432,,1334.810305,,5292.086483,,7144.164521,,10662.40688,,9721.423001,,10138.36751,,13263.8001,,13951.30345,,14404.31734
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Capacity Additions Electricity,GW/yr,0,0,,0,,32.52546586,,82.5076178,,98.1076314,,158.8635207,,0,,19.33865878,,130.8058149,,0
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Capacity Additions Electricity,GW/yr,0,0,,0,,27.00561684,,0,,0,,0,,0,,0,,0,,0
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Capacity Additions Electricity,GW/yr,0,525.9776377,,518.8001618,,147.0068295,,74.48289136,,0,,0,,0,,0,,0,,0
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Capacity Additions Electricity,GW/yr,0,525.9776377,,518.8001618,,140.6755732,,11.91261297,,0,,0,,0,,0,,0,,0
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Capacity Additions Electricity,GW/yr,242.9191482,879.6484479,,119.9295243,,119.4751504,,435.9935118,,1195.831483,,271.0801969,,668.3713693,,1347.636939,,465.3732368,,855.3057464
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Capacity Additions Electricity,GW/yr,0,0,,0,,1.635532533,,7.480496928,,0,,0,,0,,0,,0,,0
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Capacity Additions Electricity,GW/yr,242.9191482,879.6484479,,119.9295243,,117.8396179,,428.5130148,,1195.831483,,271.0801969,,668.3713693,,1347.636939,,465.3732368,,855.3057464
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Capacity Additions Electricity,GW/yr,0,0,,0,,37.08772015,,35.11295801,,14.4559212,,0.01000003,,32.53393783,,31.6328882,,32.19209501,,25.92861535
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Capacity Additions Electricity,GW/yr,0,288.7590185,,0,,65.77304185,,302.0086763,,108.6610374,,99.69833831,,21.73959418,,36.08840993,,20.97804955,,10.97141827
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Capacity Additions Electricity,GW/yr,0.629758815,0,,86.29134037,,108.2802503,,100.1515106,,176.3157402,,210.5781016,,204.9065356,,155.3546963,,221.7251586,,247.537533
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Capacity Additions Electricity,GW/yr,0,0,,0,,388.5291833,,191.4453371,,376.8730227,,169.0622439,,415.6945999,,172.7085638,,412.5423174,,119.4337043
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Capacity Additions Electricity,GW/yr,0,87.35444875,,0,,36.02970694,,41.11186464,,56.84847788,,80.54576811,,89.28244085,,141.8357219,,152.2424177,,225.0947973
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Capacity Additions Electricity,GW/yr,0.381132867,40.4355028,,148.5435392,,1549.484289,,1128.617015,,1777.609308,,3455.637096,,2049.910303,,2467.891295,,3605.680986,,2540.836205
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Capacity Additions Electricity,GW/yr,0,129.6653763,,461.2457397,,2807.894845,,4752.733138,,6857.704258,,5275.947735,,6655.928731,,8891.312922,,8909.763378,,10379.20932
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Capacity Additions Electricty,GW/yr,0,0,,0,,5.51984902,,82.5076178,,98.1076314,,158.8635207,,0,,19.33865878,,130.8058149,,0
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Capacity Additions Electricty,GW/yr,0,0,,0,,6.331256234,,62.57027838,,0,,0,,0,,0,,0,,0
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Capacity Electricity,GW,3571.113425,5384.242487,,7002.079684,,10954.53857,,15320.24646,,21762.24558,,25401.4893,,28332.39284,,31963.18325,,35461.65102,,38914.2567
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Capacity Electricity,GW,28.40034247,25.92543346,,20.97561545,,44.48057899,,77.89655833,,161.3318698,,256.29301,,305.6173699,,224.3454046,,167.447766,,151.3093912
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Capacity Electricity,GW,28.40034247,25.92543346,,20.97561545,,42.05563776,,36.13004322,,30.20444869,,2.792048991,,2.385266136,,1.97848328,,1.571700425,,1.16491757
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Capacity Electricity,GW,1161.239765,1626,,2088.610677,,1429.912066,,1059.950719,,207.5887692,,66.24374341,,36.18075902,,17.27524477,,13.65028974,,10.0253347
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Capacity Electricity,GW,1161.239765,1626,,2088.610677,,1426.133508,,1006.329744,,175.7826876,,36.43776781,,20.9001998,,17.27524477,,13.65028974,,10.0253347
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Capacity Electricity,GW,780.9174704,1630.525609,,1768.064445,,1734.925405,,925.8266189,,1801.071702,,1947.101414,,2176.264112,,2317.382995,,2505.18368,,2685.625701
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Capacity Electricity,GW,0,0,,0,,0.718510644,,4.921811807,,9.116029461,,8.397518817,,4.194217654,,0,,0,,0
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Capacity Electricity,GW,780.9174704,1630.525609,,1768.064445,,1734.206895,,920.9048071,,1791.955672,,1938.703896,,2172.069894,,2317.382995,,2505.18368,,2685.625701
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Capacity Electricity,GW,31.95719178,29.17232601,,23.60259446,,53.56828743,,81.55921826,,86.65659936,,86.66659939,,82.11281707,,78.63274726,,96.36892106,,122.2875364
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Capacity Electricity,GW,738.2409815,1027,,1027,,1091.993452,,1393.222538,,1503.442756,,1603.141094,,1624.880688,,1660.969098,,1681.947147,,1692.918566
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Capacity Electricity,GW,395.8713213,371.8897588,,270.0330489,,330.5257913,,382.8397252,,510.3417641,,627.3727733,,716.7433065,,764.6907402,,802.8444065,,832.5480858
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Capacity Electricity,GW,0.322488584,0.294385758,,0.238180104,,388.6879701,,580.0539138,,568.3183598,,545.9352666,,584.7568438,,588.4031637,,585.2508812,,531.9760217
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Capacity Electricity,GW,376.1057905,450.2756883,,423.9065864,,306.6873869,,193.2806443,,103.1625302,,141.8652768,,173.6365282,,234.2637704,,296.5610357,,379.1573996
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Capacity Electricity,GW,1.822913689,42.15928564,,680.4168569,,2200.927112,,2953.798625,,4253.754421,,6199.132435,,7030.384124,,7571.822931,,7779.427633,,8234.192071
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Capacity Electricity,GW,56.23515982,181,,699.2316789,,3372.83052,,7671.817899,,12566.57681,,13927.73769,,15601.81629,,18505.39715,,21532.96926,,24274.21659
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Capacity Electricty,GW,0,0,,0,,2.424941231,,41.76651511,,131.1274211,,253.5009611,,303.2321038,,222.3669213,,165.8760656,,150.1444736
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Capacity Electricty,GW,0,0,,0,,3.778557819,,53.6209754,,31.8060816,,29.8059756,,15.28055922,,0,,0,,0
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Carbon Sequestration CCS,Mt CO2/yr,0,0,,0,,128.734038,,1954.025855,,6066.070893,,11345.94695,,12791.78352,,13089.75836,,13363.25004,,13756.93126
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Carbon Sequestration CCS,Mt CO2/yr,0,0,,0,,36.59412726,,603.4877788,,2272.83597,,3813.846077,,4479.729594,,4122.98157,,3980.771913,,3935.905442
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Carbon Sequestration CCS,Mt CO2/yr,0,0,,0,,36.59412726,,603.4877788,,2272.83597,,3813.846077,,4479.729594,,4122.98157,,3980.771913,,3935.905442
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Carbon Sequestration CCS,Mt CO2/yr,0,0,,0,,16.60074726,,263.3535081,,779.8755085,,1486.316096,,1859.944046,,1402.106655,,1045.910669,,946.7170951
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Carbon Sequestration CCS,Mt CO2/yr,0,0,,0,,0,,4.625245303,,4.625245303,,2.593315082,,0,,0,,0,,0
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Carbon Sequestration CCS,Mt CO2/yr,0,0,,0,,19.99337999,,335.5090254,,1488.335216,,2324.936666,,2619.785547,,2720.874915,,2934.861243,,2989.188347
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Carbon Sequestration CCS,Mt CO2/yr,0,0,,0,,91.13990768,,1037.604377,,1498.447013,,2919.13661,,3113.102705,,3209.040402,,3002.758344,,2765.815094
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Carbon Sequestration CCS,Mt CO2/yr,0,0,,0,,50.1789929,,495.1815297,,1316.762426,,2878.91446,,3081.250506,,3189.259738,,2981.788337,,2739.465209
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Carbon Sequestration CCS,Mt CO2/yr,0,0,,0,,32.45234224,,400.8978102,,40.15954961,,40.22214946,,31.85219929,,19.78066409,,20.97000717,,26.34988479
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Carbon Sequestration CCS,Mt CO2/yr,0,0,,0,,30.67791778,,392.1269979,,24.3834485,,23.00447535,,9.851548452,,0,,0,,0
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Carbon Sequestration CCS,Mt CO2/yr,0,0,,0,,1.774424457,,8.770812258,,15.77610112,,17.21767412,,22.00065083,,19.78066409,,20.97000717,,26.34988479
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Carbon Sequestration CCS,Mt CO2/yr,0,0,,0,,8.508572537,,0,,0,,0,,0,,0,,0,,0
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Carbon Sequestration Direct Air Capture,Mt CO2/yr,0,0,,0,,1.0000031,,454.4587367,,2436.312947,,4612.964261,,5198.951222,,5757.736391,,6379.71978,,7055.21072
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Emissions CO2,Mt CO2/yr,25859.5156,28082.5346,,32250.0831,,28236.8727,,18558.7345,,8789.83077,,3028.26298,,1655.61231,,1174.96155,,755.34465,,391.65946
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Emissions CO2,Mt CO2/yr,14192.3556,14802.7817,,17615.317,,17761.5155,,14821.45463,,11976.82137,,10050.70409,,9947.01014,,9748.8266,,9758.6964,,9962.17004
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Emissions CO2,Mt CO2/yr,415.594118,532.817492,,720.295753,,1011.494907,,1269.031643,,1514.892392,,1750.57636,,2006.83351,,2258.41909,,2510.79421,,2769.05257
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Emissions CO2,Mt CO2/yr,793.817684,856.786042,,961.189844,,950.865032,,555.887949,,319.494817,,216.884534,,188.022511,,142.235567,,135.365223,,129.910872
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Emissions CO2,Mt CO2/yr,4909.32538,5869.03683,,8286.23407,,8326.09126,,7185.5068,,5145.67882,,3760.58124,,3700.29989,,3400.86172,,3321.19838,,3159.43037
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Emissions CO2,Mt CO2/yr,1919.478913,1697.547869,,1409.572109,,1377.479757,,1417.566724,,1911.460846,,2006.070715,,2238.086075,,2485.883624,,2539.34666,,2646.959823
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Emissions CO2,Mt CO2/yr,2713.29653,2554.33404,,2370.76212,,2328.34484,,1973.45455,,2230.955709,,2222.955425,,2426.108595,,2628.119194,,2674.71188,,2776.870693
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Emissions CO2,Mt CO2/yr,6154.1395,5846.592,,6238.025,,6095.5845,,4393.46165,,3085.29571,,2316.59109,,1813.76836,,1461.42819,,1251.99169,,1256.816402
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Emissions CO2,Mt CO2/yr,11667.1604,13279.7522,,14634.7669,,10475.35661,,3737.28027,,-3186.98985,,-7022.44877,,-8291.39511,,-8573.8713,,-9003.3504,,-9570.5085
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Emissions CO2,Mt CO2/yr,8831.45738,11280.5194,,12162.6096,,7849.71668,,2752.9138,,-447.3248078,,-1187.56866,,-1552.601853,,-1147.31311,,-769.4884516,,-626.5773482
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Emissions CO2,Mt CO2/yr,335.437657,458.718237,,487.030732,,444.902446,,330.339463,,261.790275,,286.148653,,278.475621,,258.075515,,260.716621,,235.466013
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Emissions CO2,Mt CO2/yr,92.92357591,73.61784203,,89.37928718,,26.3024612,,2.67568973,,2.525776255,,1.1606443,,0.26103512,,0.28628156,,0.27926133,,0.09473131
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Emissions CO2,Mt CO2/yr,1345.35578,1340.49616,,1685.30174,,1977.65932,,1038.067896,,-597.86933,,-1536.880943,,-1849.134269,,-1952.371272,,-2160.3223,,-2171.706441
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Emissions CO2,Mt CO2/yr,959.223773,15.076749,,52.976983,,61.200276,,-416.83385,,-2421.9153,,-4600.54827,,-5181.934169,,-5741.754658,,-6363.274423,,-7037.131488
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Emissions CO2,Mt CO2/yr,102.762639,111.324443,,157.469147,,115.576703,,30.117347,,15.802585,,15.242081,,13.536611,,9.209042032,,28.73378803,,29.34898903
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy,EJ/yr,290.7294482,321.5723671,,375.3317422,,418.2173968,,436.7935425,,468.995617,,503.108326,,534.235638,,561.7271476,,582.5921737,,601.4472084
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Electricity,EJ/yr,53.33179224,69.94820547,,85.66714918,,103.1808278,,134.7017998,,180.9905711,,213.8293347,,241.7797582,,267.7696589,,291.1093137,,317.9812648
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Gases,EJ/yr,46.87024834,59.21563782,,63.95812415,,86.05961346,,91.51197893,,92.43012811,,102.3343254,,103.6238842,,99.13048347,,90.88534133,,72.9789662
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Geothermal,EJ/yr,0.139892323,0.284047342,,0.330753367,,0.379760247,,0.41676728,,0.489020497,,0.591246885,,0.625535881,,0.675789325,,0.712290286,,0.732329604
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Heat,EJ/yr,10.32681432,10.31134102,,12.43293517,,15.00589537,,19.52153781,,22.29100113,,21.63422856,,22.48792395,,23.58838003,,25.00249558,,28.73961096
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Hydrogen,EJ/yr,0,0,,3.792067745,,4.753817642,,5.273791111,,12.02952839,,17.11986249,,17.64669985,,16.25655635,,16.01023191,,16.7968507
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Liquids,EJ/yr,117.9758435,113.2902941,,127.2264196,,122.4112087,,100.3735254,,85.88551464,,77.00791176,,74.05995201,,75.7350935,,77.58980837,,81.24953128
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Other,EJ/yr,7.319614968,9.290475664,,12.32229726,,17.32655867,,23.66274789,,32.92194755,,41.87013432,,47.9510633,,53.9848131,,60.28685497,,66.92018272
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Other,EJ/yr,1.383444324,1.829297656,,2.518392542,,3.752595681,,5.854515852,,11.87053884,,18.45770252,,21.06440268,,23.63753084,,26.42281339,,29.41473944
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Other,EJ/yr,0.272183868,0.289287718,,0.313352207,,0.376556888,,1.231163454,,1.292274419,,0.558251776,,0.634703049,,0.713423356,,0.795353974,,0.883044696
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Other,EJ/yr,0.154744128,0.179557672,,0.199664004,,0.226037761,,0.315281723,,0.322414834,,0.36461657,,0.416520056,,0.468525572,,0.521485842,,0.578497747
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Other,EJ/yr,4.597441344,5.644868979,,7.259089151,,9.979075362,,12.45823836,,14.89515978,,17.24595936,,19.85349297,,22.50229817,,25.24083359,,28.11532611
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Other,EJ/yr,0.90393012,1.339390717,,2.023237814,,2.982287739,,3.792465841,,4.529261331,,5.229768581,,5.966266421,,6.645396779,,7.286626737,,7.906510125
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Other,EJ/yr,0.274989024,0.313890751,,0.313825392,,0.389212275,,0.473743171,,0.576888936,,0.685528142,,0.819859063,,0.978152544,,1.161205898,,1.369819135
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Other,EJ/yr,0.628941096,1.025499966,,1.709412421,,2.593075465,,3.31872267,,3.952372395,,4.544240439,,5.146407358,,5.667244236,,6.12542084,,6.53669099
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Residential and Commercial,EJ/yr,107.7660325,112.658878,,125.1337868,,137.0827082,,143.534286,,153.7165862,,161.2814777,,170.5616983,,178.6041496,,185.5000338,,193.7919951
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Residential and Commercial,EJ/yr,27.42121531,32.89832399,,43.23743443,,49.91958956,,59.17943428,,67.34324519,,74.84495005,,82.22517873,,88.81451557,,96.96378354,,105.9536651
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Residential and Commercial,EJ/yr,23.76718684,22.46489091,,23.51448981,,25.53376616,,23.87006401,,23.12229633,,22.02358713,,21.57927745,,21.90585888,,20.82284773,,19.20693476
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Residential and Commercial,EJ/yr,5.226329723,5.351415572,,6.741091317,,9.111223364,,13.54025248,,17.05251566,,18.6820043,,20.08697091,,21.21326075,,22.2933443,,23.39274646
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Residential and Commercial,EJ/yr,14.65389754,14.5946352,,13.77675364,,11.57300731,,7.159057037,,10.10543729,,9.724086302,,10.26041645,,10.13231537,,8.994180293,,9.165544492
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Residential and Commercial,EJ/yr,0.1182771,0.239167565,,0.270055629,,0.293770017,,0.320945658,,0.353877249,,0.381880224,,0.405915521,,0.426967186,,0.443329973,,0.455572184
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Residential and Commercial,EJ/yr,36.57912601,37.11044477,,37.59396199,,40.65135177,,39.46453252,,35.73921447,,35.62496972,,36.00393923,,36.11123188,,35.98254798,,35.61753206
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Residential and Commercial,EJ/yr,33.04462183,34.76592053,,37.5219772,,40.5388924,,38.83039065,,34.53388094,,33.56778479,,31.92702288,,30.0195142,,27.92746534,,25.72316147
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Residential and Commercial,EJ/yr,3.53450418,2.344524243,,0.071984785,,0.112459367,,0.634141874,,1.20533354,,2.057184931,,4.076916351,,6.091717684,,8.055082638,,9.894370587
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Solids,EJ/yr,62.0769863,68.51476835,,81.91573138,,86.41626831,,84.98305948,,74.86755483,,70.57758072,,73.99620582,,78.55354765,,81.26295111,,82.94659034
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Solids,EJ/yr,41.84741561,43.44119177,,49.02817012,,56.81850521,,60.00267367,,58.34601585,,55.43439029,,54.82659415,,56.33635898,,56.60925918,,56.45628623
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Solids,EJ/yr,20.05090291,24.93077776,,32.81628023,,29.59776311,,24.98038581,,16.52153898,,15.14319043,,19.16961167,,22.21718866,,24.65369193,,26.49030411
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Transportation,EJ/yr,86.78982332,82.30559176,,89.70083891,,95.75380682,,89.03058131,,89.86747148,,87.64706018,,86.90694144,,87.94025739,,89.06189023,,91.13188712
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Transportation,EJ/yr,0.807298776,0.668270007,,0.632216924,,3.902155128,,15.0030353,,26.55377475,,31.46683882,,36.8284867,,40.11767106,,42.12828275,,43.72625375
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Transportation,EJ/yr,48.61935529,46.5508432,,47.52270285,,55.15019146,,55.00830137,,53.44217006,,50.59574548,,49.0671931,,49.98512047,,51.11718135,,52.6362317
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Transportation,EJ/yr,0.09326725,0.094799439,,0.137388143,,0.910272294,,4.078688274,,7.512094305,,10.98334217,,15.27027644,,17.7334317,,19.04194752,,19.84948046
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Transportation,EJ/yr,0.51510955,0.306082485,,0.791448978,,4.657023046,,4.304512818,,2.052848124,,0.543876599,,0,,0,,0,,0.016030677
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Transportation,EJ/yr,0,0,,0,,0,,1.787156676,,9.426215337,,12.69934293,,12.58457973,,11.86412928,,11.64205252,,11.67726611
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Transportation,EJ/yr,47.8758304,46.04197821,,46.53999258,,49.58289612,,44.8379436,,34.4510123,,26.36918378,,21.21233693,,20.38755948,,20.43318131,,21.09345446
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Transportation,EJ/yr,0.135148091,0.107983065,,0.053873144,,0,,0,,0,,0,,0,,0,,0,,0
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Transportation,EJ/yr,0.35190054,0.194836851,,0.705315226,,3.893499513,,2.560302618,,0.331093598,,0,,0,,0,,0,,0
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Transportation,EJ/yr,0,0,,0,,0,,1.787156676,,9.426215337,,14.61413852,,14.65957726,,13.61422893,,13.21862417,,13.72146731
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Transportation,EJ/yr,85.45195622,81.29968609,,88.29202573,,87.95815218,,69.68008672,,53.55638779,,41.56608284,,35.41887748,,34.2083574,,33.71498332,,33.68416606
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Transportation,EJ/yr,0.13642,0.157879,,1.849284363,,6.599421431,,11.3504723,,19.08669747,,23.42116645,,24.71556207,,25.66436099,,27.65471565,,28.14413179
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Transportation,EJ/yr,85.1882575,81.02191424,,84.33560191,,74.22710637,,53.2211469,,32.28924502,,16.53679435,,9.476905339,,5.740102866,,3.279682126,,2.854904039
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Transportation,EJ/yr,38.17046804,35.75474857,,42.17813606,,40.60361536,,34.02227994,,36.42530141,,37.0513147,,37.83974835,,37.95513692,,37.94470888,,38.49565541
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Transportation,EJ/yr,0.714031526,0.573470568,,0.494828781,,2.991882834,,10.92434702,,19.04168045,,20.48349665,,21.55821026,,22.38423936,,23.08633523,,23.87677328
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Transportation,EJ/yr,0.60590615,0.324206142,,0,,0,,0,,0,,0,,0,,0,,0,,0
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Transportation,EJ/yr,0,0,,0,,0,,0,,0,,1.914795587,,2.074997533,,1.750099642,,1.576571646,,2.044201204
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Transportation,EJ/yr,36.80701067,34.8222561,,41.6658994,,37.61173253,,23.09793292,,17.38362097,,14.65302246,,14.20654055,,13.82079792,,13.28180201,,12.57468093
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Final Energy Transportation,EJ/yr,0.043519693,0.034815754,,0.017407877,,0,,0,,0,,0,,0,,0,,0,,0
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,GDP PPP,Billion $2010/yr,62202.3219,74194.9117,,96355.0895,,135107.4458,,171936.776,,210179.3783,,254048.4451,,304367.1247,,358324.6828,,416289.0982,,479263.2889
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Investment Energy Supply,Billion US$2010/yr,925.6133048,1188.423259,,1592.407391,,2302.081586,,2879.644937,,3750.575027,,3816.191145,,4697.109517,,4973.967807,,5516.70879,,6185.507037
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Investment Energy Supply,Billion US$ 2010/yr,39.62931545,288.4636091,,655.0652927,,1256.491908,,1739.150805,,2467.543933,,2684.432862,,3716.584831,,4086.931744,,4606.633059,,5200.370946
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Investment Energy Supply,Billion US$ 2010/yr,0,0,,0,,12.03785168,,15.17986113,,59.60994466,,99.57115272,,194.5591248,,150.1290413,,107.6863717,,89.80152463
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Investment Energy Supply,Billion US$ 2010/yr,0,0,,0,,0,,3.14200945,,47.57209297,,99.57115272,,194.5591248,,150.1290413,,107.6863717,,89.80152463
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Investment Energy Supply,Billion US$ 2010/yr,0,0,,0,,12.03785168,,12.03785168,,12.03785168,,0,,0,,0,,0,,0
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Investment Energy Supply,Billion US$ 2010/yr,0,35.26463308,,118.6869624,,137.5609308,,111.9130087,,37.73469531,,14.03499082,,9.499910717,,0,,0,,0
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Investment Energy Supply,Billion US$ 2010/yr,0,0,,0,,0.255894762,,7.053034479,,16.29705043,,11.21541958,,9.499910717,,0,,0,,0
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Investment Energy Supply,Billion US$ 2010/yr,0,35.26463308,,118.6869624,,137.3050361,,104.8599742,,21.43764487,,2.819571241,,0,,0,,0,,0
TIAM_Grantham,Ambitious climate policies (NDC_LTT),World,Investment Energy Supply,Billion US$ 2010/yr,0,45.54270355,,128.9650329,,147.9736671,,123.8778134,,53.02373236,,35.4195759,,35.8886506,,35.87392184,,45.61250056,,58.47047942
